O_ORDERKEY | O_CUSTKEY | O_ORDERSTATUS | O_TOTALPRICE | O_ORDERDATE | O_ORDER-PRIORITY | O_CLERK | O_SHIP-PRIORITY | O_COMMENT
10947|322|O|124179.29|1996-01-07|2-HIGH|Clerk#000000347|0|ar excuses x-ray fluffily a
10948|202|F|207740.53|1992-08-14|3-MEDIUM|Clerk#000000489|0|nic grouches detect stealthily fluffily even de
10949|100|F|86410.10|1994-03-31|3-MEDIUM|Clerk#000000874|0|luffily even grouches. regular notornis against the sl
10950|230|O|38321.18|1997-06-11|3-MEDIUM|Clerk#000000015|0|y carefully pending packages. silent accounts nod careful
10951|349|F|152657.00|1992-11-07|4-NOT SPECIFIED|Clerk#000000619|0|dependencies. sometimes pending foxes cajole. quickly 
10976|206|F|158149.49|1992-10-02|4-NOT SPECIFIED|Clerk#000000282|0| deposits: brave, ironic packages maintain fluffily about the regular 
10977|227|O|84180.23|1998-06-04|2-HIGH|Clerk#000000089|0|rious accounts about the regular excuses wake ironically special r
10978|404|F|97637.97|1994-04-02|1-URGENT|Clerk#000000546|0|cial multipliers wake pending, pending theodolites: blithe
10979|380|O|159065.18|1995-10-05|3-MEDIUM|Clerk#000000527|0|ans cajole carefully. regular pinto be
10980|226|O|79676.06|1996-07-29|4-NOT SPECIFIED|Clerk#000000818|0| ironic, stealthy patterns detect
10981|277|F|189377.04|1993-05-15|2-HIGH|Clerk#000000341|0|ly bold attainments nag! furiously special acco
10982|223|F|185479.32|1992-12-11|4-NOT SPECIFIED|Clerk#000000481|0|tithes use slyly silent, unusual a
10983|181|O|94223.26|1997-02-06|1-URGENT|Clerk#000000299|0|sts sleep of the regular foxes. permanent re
11008|157|F|175916.70|1994-02-25|1-URGENT|Clerk#000000927|0|ickly regular deposits detect fluffily: caref
11009|391|O|62941.94|1997-03-05|3-MEDIUM|Clerk#000000515|0|deposits are blithely furio
11010|133|O|127259.25|1997-03-22|4-NOT SPECIFIED|Clerk#000000659|0|ithely-- express, final ideas sleep slyly to the blithely express reque
11011|5|F|223009.72|1992-05-14|2-HIGH|Clerk#000000948|0|luffily even warhors
11012|427|O|94769.22|1998-04-07|1-URGENT|Clerk#000000771|0|ze fluffily quickly sly excuses. quickly pending frays haggle accordin
11013|119|F|1995.99|1994-04-18|2-HIGH|Clerk#000000759|0|ng deposits nag. special deposits sublate furio
11014|97|F|127603.10|1993-09-08|2-HIGH|Clerk#000000934|0|yly regular depths. re
11015|154|O|115912.84|1997-09-16|5-LOW|Clerk#000000216|0|its cajole against the unusual ideas? sly deposits boost fluffily. furiously 
11040|25|O|168945.19|1995-10-24|4-NOT SPECIFIED|Clerk#000000003|0|arefully pending dolphins print brave
11041|392|O|102785.60|1997-03-30|4-NOT SPECIFIED|Clerk#000000892|0|instructions. blithely pending packages solve of the furiously ironic requests
11042|259|O|175328.47|1998-05-07|4-NOT SPECIFIED|Clerk#000000677|0|ccounts. quickly unusual pinto beans nag enticingly a
11043|247|F|108759.61|1995-02-20|1-URGENT|Clerk#000000196|0|dolphins. accounts are f
11044|49|F|70749.34|1992-06-25|3-MEDIUM|Clerk#000000861|0|he deposits hinder above the furiously express excuses. silent depo
11045|167|F|201202.90|1992-03-26|3-MEDIUM|Clerk#000000216|0|uriously ironic asy
11046|424|O|285157.09|1997-06-17|5-LOW|Clerk#000000454|0|lly special theodolites use furiously. carefully
11047|53|F|66423.48|1993-12-11|5-LOW|Clerk#000000223|0|. pending accounts alongside o
11072|80|O|205946.15|1996-07-14|2-HIGH|Clerk#000000804|0|osits: pending requests sleep quietly silently unusual deposits. special fo
11073|166|F|153537.78|1994-12-02|4-NOT SPECIFIED|Clerk#000000009|0|ing deposits-- slyly express dolphins detect fluffily ironic dep
11074|214|O|264875.22|1995-06-10|2-HIGH|Clerk#000000449|0|t the special asymptotes. furiously even dolphins sleep quickly ir
11075|373|O|193120.11|1996-03-05|5-LOW|Clerk#000000379|0|efully furiously special pinto beans. fluffily unusual acc
11076|304|F|39349.39|1994-08-18|1-URGENT|Clerk#000000361|0|lyly special notornis. bold requests haggle careful
11077|184|F|66930.09|1994-03-21|5-LOW|Clerk#000000024|0|gularly pending deposits. quick
11078|391|F|85639.02|1992-05-28|2-HIGH|Clerk#000000227|0|ag. ironic, unusual accounts nag fluffily across the ironic, final ideas. car
11079|67|O|89146.92|1997-08-11|3-MEDIUM|Clerk#000000507|0|tainments affix doggedly slyly special asymptotes.
11104|394|O|40747.70|1998-07-07|4-NOT SPECIFIED|Clerk#000000062|0|s cajole slyly alon
11105|337|O|17048.24|1995-11-30|4-NOT SPECIFIED|Clerk#000000769|0|blithely about the closely silent foxes. blithely r
11106|353|P|58857.38|1995-04-01|2-HIGH|Clerk#000000828|0|fter the quickly bold theodolites are blithely across
11107|134|O|62207.87|1995-10-24|5-LOW|Clerk#000000896|0|ymptotes. escapades use slyly? slyly b
11108|356|F|209657.15|1992-08-17|4-NOT SPECIFIED|Clerk#000000137|0|ond the carefully unusual courts. regul
11109|200|F|4941.47|1995-03-16|3-MEDIUM|Clerk#000000578|0|. silent platelets haggle slyly. quickly ironic asymptotes 
11110|229|O|147627.81|1996-06-23|4-NOT SPECIFIED|Clerk#000000243|0|es are quickly alongside of the spe
11111|190|F|87622.25|1995-01-18|3-MEDIUM|Clerk#000000301|0|nic deposits affix quickly regula
11136|394|F|49822.75|1993-11-14|4-NOT SPECIFIED|Clerk#000000987|0|ular foxes haggle against the unusual frays. i
11137|202|F|170658.30|1992-11-30|2-HIGH|Clerk#000000515|0|bout the final accounts. regular ideas cajole slyly. blithely sly d
11138|55|F|123398.06|1995-02-27|4-NOT SPECIFIED|Clerk#000000983|0|d platelets. carefully ironic packages alongside of the carefully 
11139|265|O|90319.22|1998-05-17|5-LOW|Clerk#000000891|0|the furiously silent i
11140|298|O|174000.35|1997-07-26|1-URGENT|Clerk#000000117|0|. fluffily busy sauternes cajole slyly above the quickly express excuses. exp
11141|310|O|62899.95|1998-01-17|1-URGENT|Clerk#000000084|0|ckages. carefully regul
11142|413|O|306207.82|1997-10-03|4-NOT SPECIFIED|Clerk#000000457|0| even accounts sublate carefully 
11143|29|F|140344.38|1992-11-27|5-LOW|Clerk#000000613|0|unusual instructions. q
11168|433|F|72918.62|1992-10-22|1-URGENT|Clerk#000000585|0|es. even patterns use fluff
11169|367|F|127991.72|1993-05-22|3-MEDIUM|Clerk#000000536|0|eodolites wake. fluffily express packages
11170|221|O|126792.93|1997-07-30|1-URGENT|Clerk#000000832|0|eyond the furiously regular pinto beans. car
11171|220|O|95232.68|1995-07-17|1-URGENT|Clerk#000000792|0|l deposits promise according to the express deposits. fluffily final r
11172|323|O|123320.41|1997-12-30|1-URGENT|Clerk#000000187|0|ructions. furiously pending dependencies wake. deposits
11173|97|F|161417.32|1992-03-31|1-URGENT|Clerk#000000815|0|e ironically silent deposits wake blithely across the regular instructions
11174|395|F|121570.61|1994-04-10|3-MEDIUM|Clerk#000000321|0|se about the pending, special decoys-- fluffily express 
11175|427|O|46470.79|1998-02-26|2-HIGH|Clerk#000000812|0| slyly even deposits are blithely; packages integrate furiously. bravely ironi
11200|287|O|99782.66|1997-02-07|1-URGENT|Clerk#000000417|0|ajole. silent requests boost carefully blithely thin multiplier
11201|190|O|2826.72|1996-12-08|3-MEDIUM|Clerk#000000746|0|ns cajole after the pending pinto beans. carefully ironic requests wake r
11202|352|F|135470.60|1992-03-18|3-MEDIUM|Clerk#000000614|0|wake daringly. carefully regular account
11203|449|O|62039.61|1996-06-15|2-HIGH|Clerk#000000010|0|al instructions haggle slyly. fu
11204|376|O|24307.14|1998-07-25|2-HIGH|Clerk#000000752|0| express requests. slyly special packages cajole fluffily; quickly ironi
11205|388|O|60665.60|1996-09-15|1-URGENT|Clerk#000000800|0|ckages. furiously final packages ac
11206|115|F|172787.48|1994-12-29|5-LOW|Clerk#000000139|0|ending packages cajole busily. slyly 
11207|364|O|76742.89|1996-04-03|2-HIGH|Clerk#000000354|0|ress accounts haggle permanently about the furiously unusua
11232|199|O|54585.61|1996-02-01|1-URGENT|Clerk#000000676|0|fully regular accounts. final, unusual deposits sleep eve
11233|205|O|98033.04|1995-08-31|4-NOT SPECIFIED|Clerk#000000820|0|lphins. carefully ironic ideas use after the quickly unusual a
11234|346|F|93358.19|1993-03-01|4-NOT SPECIFIED|Clerk#000000291|0|e slyly across the carefully even requests. slyly 
11235|178|O|238008.30|1996-04-03|4-NOT SPECIFIED|Clerk#000000495|0|ackages solve carefully furiously final accounts. fluf
11236|67|F|191853.63|1993-10-31|2-HIGH|Clerk#000000792|0|ess pinto beans. foxes b
11237|427|O|125063.93|1996-06-16|4-NOT SPECIFIED|Clerk#000000627|0|e the carefully special ideas inte
11238|161|O|140557.27|1996-07-23|1-URGENT|Clerk#000000809|0|gular foxes run after the even instructions. regular instructions wake. unu
11239|143|F|252248.37|1992-02-10|1-URGENT|Clerk#000000240|0|e regular, even excuses.
11264|203|O|120696.80|1996-09-02|4-NOT SPECIFIED|Clerk#000000227|0|usly silent deposits. carefully unusual asymptotes ha
11265|272|O|67939.11|1997-05-20|3-MEDIUM|Clerk#000000427|0|ias. carefully pending platel
11266|88|O|11827.04|1997-08-10|4-NOT SPECIFIED|Clerk#000000315|0|lets nag about the carefully special packages. ironic sheaves 
11267|166|F|40786.78|1992-02-15|5-LOW|Clerk#000000096|0| wake slyly even deposits. c
11268|13|O|127739.48|1998-06-30|1-URGENT|Clerk#000000130|0|ptotes are blithely slyly silen
11269|61|F|243512.39|1992-05-27|5-LOW|Clerk#000000752|0|ath the decoys. final excuses must have to wake. ironic asymptotes wake q
11270|49|O|170991.52|1995-07-01|2-HIGH|Clerk#000000757|0|ily pending theodolites a
11271|224|O|191496.01|1995-10-19|2-HIGH|Clerk#000000144|0|sts. furiously ironic foxes wake ca
11296|250|F|305553.21|1992-01-10|1-URGENT|Clerk#000000966|0|s-- ironic, unusual requests haggle furiously. carefully special depend
11297|209|F|78581.50|1993-01-09|4-NOT SPECIFIED|Clerk#000000247|0|hely. express escapades kindle blithely. even requests wake
11298|242|O|181174.53|1998-01-03|2-HIGH|Clerk#000000160|0| blithely express ideas sleep slyly ruthl
11299|16|F|224488.28|1993-11-13|4-NOT SPECIFIED|Clerk#000000885|0|ns haggle bravely alongside of the fluffily express requests.
11300|104|O|53336.67|1996-07-10|5-LOW|Clerk#000000697|0|he final platelets. blithely even theodolites along the car
11301|409|F|158791.01|1992-03-23|3-MEDIUM|Clerk#000000321|0|hes detect fluffily ironic requests. deposits br
11302|136|F|202414.39|1994-03-02|5-LOW|Clerk#000000492|0|. never ironic requests sleep furiousl
11303|118|F|80516.20|1992-03-30|5-LOW|Clerk#000000788|0|he slyly pending requests. final deposits 
11328|140|F|15037.17|1992-03-21|1-URGENT|Clerk#000000101|0|theodolites. blithely pending accounts above the carefully
11329|386|O|222425.23|1995-08-05|1-URGENT|Clerk#000000903|0|on the daringly express instructions. fluf
11330|85|F|2941.57|1992-03-28|5-LOW|Clerk#000000429|0|he slyly ironic ideas are q
11331|55|O|20834.43|1996-01-21|3-MEDIUM|Clerk#000000616|0|platelets wake carefully ruthless requests. silent deposits believe 
11332|127|F|167729.47|1994-11-17|5-LOW|Clerk#000000572|0|o the unusual foxes-- ironic requests wake slyly enticingly re
11333|31|F|13724.32|1994-06-10|2-HIGH|Clerk#000000914|0|excuses cajole blithely against the slyly express r
11334|74|O|264606.26|1997-07-29|3-MEDIUM|Clerk#000000843|0|ronic deposits haggle fu
11335|262|F|114629.58|1994-10-22|2-HIGH|Clerk#000000669|0|ealms. theodolites maintain. regular, even instructions against t
11360|266|O|47651.75|1997-09-07|1-URGENT|Clerk#000000561|0|. slyly regular deposits lose
11361|133|F|171917.10|1994-09-28|1-URGENT|Clerk#000000345|0| final requests boost never pinto beans. special accounts are slyly unusual t
11362|313|F|213454.54|1992-09-11|5-LOW|Clerk#000000922|0|ly blithe deposits cajole blithely slyly silent deposits. regular
11363|409|O|130163.90|1998-02-09|5-LOW|Clerk#000000844|0| silent pinto beans haggle al
11364|49|O|74718.38|1997-03-11|1-URGENT|Clerk#000000582|0|sts wake fluffily about the slyly special accounts. qu
11365|364|O|174574.95|1997-08-29|3-MEDIUM|Clerk#000000520|0|de of the blithely final requests. fluffily regular dolphin
11366|259|F|12188.82|1992-06-08|3-MEDIUM|Clerk#000000993|0|lites nag blithely un
11367|127|F|22722.42|1994-12-17|1-URGENT|Clerk#000000566|0| carefully regular deposits. bold theodolites haggle. enticingly final fo
11392|403|F|110182.88|1994-09-06|5-LOW|Clerk#000000607|0|tect blithely across the express dependencies. instructions after the slyly re
11393|346|F|128384.51|1992-03-19|5-LOW|Clerk#000000022|0|al packages. carefully speci
11394|377|O|168946.33|1998-03-06|2-HIGH|Clerk#000000559|0| deposits! fluffily sp
11395|283|O|41672.20|1997-08-26|1-URGENT|Clerk#000000306|0|beans nag carefully even sentiments-- express platelets
11396|382|F|79310.48|1992-07-22|1-URGENT|Clerk#000000265|0|ously regular accounts haggle
11397|227|O|41336.02|1996-10-29|5-LOW|Clerk#000000603|0|oss the regular pac
11398|178|F|225581.29|1992-08-07|2-HIGH|Clerk#000000407|0|f the theodolites are fu
11399|104|F|26799.30|1994-04-19|5-LOW|Clerk#000000460|0|ffily furiously even pa
11424|103|F|52386.47|1993-04-03|4-NOT SPECIFIED|Clerk#000000547|0|s. quickly final requests around the slyly unusual dependencies cajol
11425|337|O|142681.39|1995-06-23|1-URGENT|Clerk#000000336|0|arefully special requests cajole bravely fluffy pinto beans. ironic
11426|407|F|84243.08|1994-05-08|3-MEDIUM|Clerk#000000066|0|ilent notornis boost blithely quickly even pinto beans. carefully speci
11427|128|F|266461.46|1993-11-25|3-MEDIUM|Clerk#000000401|0|y slyly brave excuses. slow packages sleep quickl
11428|190|F|8407.45|1992-01-22|3-MEDIUM|Clerk#000000926|0|ep slyly even, unusual packages. spe
11429|358|F|136501.47|1993-03-04|5-LOW|Clerk#000000765|0| bold courts sleep blithely. regular, even r
11430|403|O|2909.11|1998-01-05|5-LOW|Clerk#000000817|0|tions breach. regular, express pinto beans wake across the carefully
11431|4|F|210039.65|1992-08-02|2-HIGH|Clerk#000000055|0|press ideas use slyly regular pinto beans. furiously 
11456|82|F|55323.56|1993-04-13|5-LOW|Clerk#000000209|0|ar foxes against the quickly special th
11457|430|O|201533.63|1995-12-14|1-URGENT|Clerk#000000294|0|the slyly quiet ideas. idly final deposits nag. carefully regu
11458|440|O|158100.38|1998-04-02|5-LOW|Clerk#000000402|0|l pinto beans cajole carefully
11459|98|O|172232.90|1996-07-15|4-NOT SPECIFIED|Clerk#000000852|0|ular requests use blithely. quickly special packages boost furiously. deposits
11460|229|F|50831.29|1993-08-25|2-HIGH|Clerk#000000014|0| brave dependencies nag. blithely final foxe
11461|316|O|71150.67|1996-05-01|1-URGENT|Clerk#000000630|0|ymptotes. packages haggle whithout the evenly final requests. req
11462|68|O|157895.00|1996-08-25|2-HIGH|Clerk#000000210|0|grouches. closely dogged deposits sleep. special, pending packages slee
11463|43|O|206215.96|1997-12-28|3-MEDIUM|Clerk#000000886|0|ular deposits. slyly final attainments detect careful
11488|226|F|71220.11|1993-08-23|4-NOT SPECIFIED|Clerk#000000119|0|ickly final requests. furiously even attainments sleep fluffily slyly regu
11489|280|O|84548.92|1996-09-19|4-NOT SPECIFIED|Clerk#000000155|0|ions. ironic foxes wake. regular platelets cajole slyly close 
11490|224|O|64038.70|1996-09-27|1-URGENT|Clerk#000000489|0|quests affix according to the special p
11491|49|F|208441.28|1993-08-18|5-LOW|Clerk#000000329|0|cial foxes across the final packag
11492|145|O|148825.44|1997-03-06|2-HIGH|Clerk#000000708|0|ely regular instructions was fluffily among the fluffil
11493|446|O|53670.99|1995-10-21|1-URGENT|Clerk#000000543|0|e blithely regular accounts
11494|445|O|71578.47|1997-07-20|3-MEDIUM|Clerk#000000486|0|s. blithely unusual pi
11495|316|O|32569.74|1995-07-05|2-HIGH|Clerk#000000684|0|y bold accounts cajo
11520|365|F|88049.66|1994-09-28|3-MEDIUM|Clerk#000000106|0|courts. carefully final requests along the carefully final 
11521|17|O|20592.08|1996-09-09|1-URGENT|Clerk#000000010|0| express platelets according to the iro
11522|14|F|24663.12|1993-09-16|5-LOW|Clerk#000000121|0|ual foxes x-ray carefully alo
11523|107|O|181279.86|1998-07-27|4-NOT SPECIFIED|Clerk#000000008|0|y: fluffily regular instructions sleep quickly enticing orbits. carefully un
11524|230|O|7869.62|1995-12-14|5-LOW|Clerk#000000943|0|encies. foxes detect around the final, even theodolites. special depos
11525|448|O|123447.09|1997-03-20|1-URGENT|Clerk#000000159|0|ong the ironic accounts are slyly furiously pending dependencies. even exc
11526|140|O|93594.44|1998-02-23|5-LOW|Clerk#000000798|0|ickly regular packages use slyly ironic,
11527|334|F|40737.43|1994-07-03|3-MEDIUM|Clerk#000000187|0|ously final packages was slyly above the bli
11552|427|F|35836.14|1992-12-15|1-URGENT|Clerk#000000960|0|g, dogged notornis. carefully even instructions across the furiou
11553|59|F|179508.13|1994-04-19|3-MEDIUM|Clerk#000000467|0|s thrash blithely carefully ironic requests. quickl
11554|104|O|220530.41|1998-06-07|2-HIGH|Clerk#000000746|0| platelets are fluffily above the ironic theodolites. slyly pending 
11555|397|O|184181.77|1996-05-26|3-MEDIUM|Clerk#000000308|0|hinly bold deposits detect along the courts. express theodo
11556|212|O|176812.26|1996-03-03|5-LOW|Clerk#000000790|0|around the furiously ironic courts. blithely unusual deposits cajo
11557|424|O|36277.85|1997-04-12|5-LOW|Clerk#000000522|0|ily. fluffily dogged asymptotes wake slyly regular grouches. a
11558|19|F|39650.27|1994-03-28|2-HIGH|Clerk#000000181|0| the slyly final excuses. 
11559|280|O|41113.05|1995-09-26|1-URGENT|Clerk#000000582|0| pending excuses; carefully final dependencies
11584|193|F|275544.18|1994-11-23|3-MEDIUM|Clerk#000000150|0|l pinto beans haggle bold packages. fina
11585|269|F|44729.24|1994-03-16|3-MEDIUM|Clerk#000000105|0|g to the slyly unusual deposits. bold, final requests boost f
11586|304|F|22117.14|1993-11-17|4-NOT SPECIFIED|Clerk#000000180|0|ously special packages solve carefully above th
11587|67|O|134092.04|1998-03-05|4-NOT SPECIFIED|Clerk#000000103|0| the slyly regular platelets. silently final packages may nag. foxes accordi
11588|419|O|163821.69|1997-10-30|5-LOW|Clerk#000000492|0|ep. final, even excuses dazzle about the carefully special req
11589|395|F|73243.90|1992-05-19|4-NOT SPECIFIED|Clerk#000000420|0|y express foxes shall have to cajole about the quickly unusu
11590|265|O|246756.44|1996-04-15|2-HIGH|Clerk#000000744|0|dolites sleep across the carefully regular depo
11591|82|F|83644.33|1993-01-21|2-HIGH|Clerk#000000691|0|pinto beans. bold deposits a
11616|121|O|228335.08|1996-08-02|2-HIGH|Clerk#000000003|0|cording to the express
11617|439|F|143237.90|1994-12-11|4-NOT SPECIFIED|Clerk#000000519|0|etect blithely pending
11618|107|O|105484.62|1998-02-04|1-URGENT|Clerk#000000594|0|s kindle fluffily after 
11619|17|O|33647.04|1998-07-12|2-HIGH|Clerk#000000245|0|ress instructions. ideas solve carefully special requests. patterns p
11620|106|O|115719.00|1997-07-22|4-NOT SPECIFIED|Clerk#000000961|0|ies nag slyly along
11621|289|O|197998.74|1995-11-11|5-LOW|Clerk#000000316|0|pinto beans. ruthless pinto beans haggle. slyly regular 
11622|106|O|163576.41|1996-04-27|4-NOT SPECIFIED|Clerk#000000006|0| never instructions. express Tiresias boost. unusual, even pinto bean
11623|215|O|301453.45|1995-12-16|2-HIGH|Clerk#000000827|0|atelets cajole quietly final requests. slyly final courts are ironic, final 
11648|286|P|211930.65|1995-04-10|5-LOW|Clerk#000000916|0| cajole carefully alon
11649|217|O|263691.50|1996-06-30|5-LOW|Clerk#000000666|0|kly even pinto beans cajole fu
11650|200|F|139209.60|1992-09-25|4-NOT SPECIFIED|Clerk#000000444|0|ccording to the ironic, regular excuses are 
11651|208|F|67549.30|1995-02-23|3-MEDIUM|Clerk#000000982|0|sly furious sheaves. regular requests c
11652|433|O|183359.76|1995-11-11|4-NOT SPECIFIED|Clerk#000000098|0|uriously bold foxes promise among the blithely ironic packages. fluffily regu
11653|95|O|157738.58|1997-07-05|2-HIGH|Clerk#000000533|0|kages doubt according to the final theodolites. furiously regular
11654|238|F|98113.45|1993-09-28|4-NOT SPECIFIED|Clerk#000000756|0|onic waters. carefully even packages haggle f
11655|274|O|159718.77|1998-06-27|1-URGENT|Clerk#000000614|0|slyly special asymptotes. final, unusual requests engage carefully pe
11680|358|F|229923.41|1994-09-05|3-MEDIUM|Clerk#000000731|0|pecial asymptotes. final platelets cajole among the ironic pinto beans. pla
11681|257|F|216879.16|1992-10-17|1-URGENT|Clerk#000000485|0|final packages. carefully final accounts affi
11682|2|F|121748.07|1993-07-05|5-LOW|Clerk#000000852|0|s grow slyly. express, fin
11683|64|F|186805.71|1992-02-08|4-NOT SPECIFIED|Clerk#000000583|0|to beans cajole. furiously even frets detect. unusual pinto beans are 
11684|97|F|234222.83|1992-07-28|2-HIGH|Clerk#000000986|0|instructions. final, even packages throughout the epi
11685|134|O|216310.42|1997-03-19|3-MEDIUM|Clerk#000000641|0|leep slyly unusual foxes. blithely even ideas through the t
11686|313|F|152039.00|1994-01-28|4-NOT SPECIFIED|Clerk#000000169|0|ts wake furiously. accounts about the regular ideas are furiously
11687|308|O|156841.30|1995-12-26|2-HIGH|Clerk#000000390|0|fluffily ideas. blithely pending packages lose blithely. slyly 
11712|52|F|108845.03|1994-04-27|5-LOW|Clerk#000000376|0|special excuses. final accounts use. dependencies detect by the carefu
11713|421|F|119929.93|1993-12-25|4-NOT SPECIFIED|Clerk#000000481|0|nic packages. unusual, unusual Ti
11714|376|F|161745.48|1994-08-05|1-URGENT|Clerk#000000877|0|sts could have to wake ironic dependencies. furiously regul
11715|259|F|53017.42|1994-09-07|2-HIGH|Clerk#000000106|0|xpress foxes. pinto beans above the express deposits are final foxes. furio
11716|145|F|154262.21|1993-10-12|3-MEDIUM|Clerk#000000021|0|sly ironic packages haggle blithely around the unusual accounts. slyly re
11717|124|O|143907.63|1998-03-19|5-LOW|Clerk#000000185|0|furiously regular waters 
11718|208|F|23960.87|1994-12-19|3-MEDIUM|Clerk#000000131|0|ly regular asymptotes. decoys integrate slyly among the bo
11719|346|F|190223.78|1995-02-06|4-NOT SPECIFIED|Clerk#000000307|0|hely slyly special instr
11744|40|O|156246.92|1996-07-05|1-URGENT|Clerk#000000197|0|pecial packages above the furio
11745|8|F|149971.78|1992-07-20|2-HIGH|Clerk#000000549|0|lar ideas. slyly expre
11746|2|O|172379.30|1998-04-29|3-MEDIUM|Clerk#000000038|0|heodolites. final asymptotes was above the furiously final pin
11747|139|F|29409.62|1993-02-26|3-MEDIUM|Clerk#000000537|0|. requests use across
11748|220|F|34375.57|1994-06-04|4-NOT SPECIFIED|Clerk#000000147|0|uffily regular accounts cajole blithely alongside of the furiously pending p
11749|247|O|71447.00|1998-02-17|5-LOW|Clerk#000000819|0| excuses boost against the final pai
11750|247|O|105943.45|1997-03-05|2-HIGH|Clerk#000000801|0| furiously packages. carefully silent instruc
11751|385|O|108315.74|1996-05-23|1-URGENT|Clerk#000000605|0|uickly express pinto beans. blithely bold foxes use above the dep
11776|116|F|78040.66|1992-02-25|5-LOW|Clerk#000000548|0|ck theodolites integrate furiously along the bold deposits. even, pending 
11777|82|F|46518.18|1994-12-26|5-LOW|Clerk#000000292|0|g dependencies; quickly dogged courts wake quick
11778|65|O|118023.56|1997-03-28|5-LOW|Clerk#000000253|0|ss the final, unusual packages. quickly quick theodolites haggle. slyl
11779|314|F|159030.23|1993-06-30|4-NOT SPECIFIED|Clerk#000000740|0|according to the care
11780|10|F|100954.04|1993-09-22|1-URGENT|Clerk#000000793|0|ove the regular theodolites are furiously regular notornis.
11781|446|O|128911.20|1996-04-16|5-LOW|Clerk#000000619|0|s. final, final deposi
11782|128|F|151658.75|1992-07-29|5-LOW|Clerk#000000609|0|bold, unusual requests are slyly against the quickly bold dependencies. s
11783|449|O|20517.07|1998-04-03|1-URGENT|Clerk#000000028|0|. regular theodolites snooze furiou
11808|262|F|44650.28|1992-08-01|4-NOT SPECIFIED|Clerk#000000710|0|could detect quickly unusu
11809|167|O|164015.35|1996-04-25|2-HIGH|Clerk#000000617|0|old realms alongside of the special dugouts use along the fluffily iro
11810|194|F|53696.37|1992-04-23|1-URGENT|Clerk#000000804|0| final requests boost among the furiously bold accounts. final
11811|160|F|9393.73|1992-10-28|2-HIGH|Clerk#000000940|0| packages haggle furiously pend
11812|283|F|17138.00|1993-06-03|3-MEDIUM|Clerk#000000844|0|y regular accounts. regular, pending requests print careful
11813|113|F|177004.05|1994-02-10|1-URGENT|Clerk#000000813|0|ly regular instructions. quickly ironi
11814|37|F|167581.19|1993-01-26|2-HIGH|Clerk#000000404|0|final ideas sleep sometimes deposits. final, final foxes boost fu
11815|419|O|179916.00|1995-09-13|5-LOW|Clerk#000000342|0|counts use according to the bli
11840|179|F|210902.68|1994-08-15|1-URGENT|Clerk#000000466|0|ggle slowly across the sly
11841|220|F|127463.99|1993-04-21|3-MEDIUM|Clerk#000000521|0|s sleep carefully unusual ac
11842|425|O|74084.94|1996-04-08|4-NOT SPECIFIED|Clerk#000000566|0|furiously unusual platelets. express requests 
11843|220|F|198570.51|1994-07-18|3-MEDIUM|Clerk#000000747|0|g requests snooze care
11844|37|O|75109.52|1997-01-18|2-HIGH|Clerk#000000609|0|ular deposits haggle 
11845|266|O|103665.72|1997-03-29|1-URGENT|Clerk#000000902|0|ts. final accounts detect furiously bold foxes. carefully regular packages h
11846|314|F|41718.77|1993-04-21|5-LOW|Clerk#000000688|0|uriously ironic packages cajole furiously express, even ideas. ironic ideas
11847|304|O|84012.48|1997-10-02|2-HIGH|Clerk#000000860|0|ely pending deposits haggle furiously across the pending 
11872|44|F|48196.85|1994-07-25|5-LOW|Clerk#000000620|0| courts across the furiously 
11873|259|O|14586.19|1996-04-06|4-NOT SPECIFIED|Clerk#000000322|0|press, final deposits da
11874|145|F|221313.96|1992-09-10|3-MEDIUM|Clerk#000000163|0|r the slyly bold deposits wake about the c
11875|211|F|74159.33|1992-08-21|3-MEDIUM|Clerk#000000300|0|. quickly special asymptotes after the slowly final pa
11876|184|O|124115.44|1995-07-04|2-HIGH|Clerk#000000325|0| to the quickly even pains: always 
11877|80|F|107226.32|1993-05-24|4-NOT SPECIFIED|Clerk#000000312|0|ly above the unusua
11878|406|F|88843.01|1993-02-25|4-NOT SPECIFIED|Clerk#000000041|0|ole blithely fluffy, unusua
11879|319|F|158939.43|1993-06-20|2-HIGH|Clerk#000000371|0|to the special excuses detect carefully carefully express accounts. carefully
11904|125|O|235920.39|1997-12-02|4-NOT SPECIFIED|Clerk#000000924|0|accounts. platelets k
11905|103|O|108172.46|1997-07-04|5-LOW|Clerk#000000543|0|thely regular foxes. fluffily regular pinto beans i
11906|158|O|260385.81|1996-12-15|5-LOW|Clerk#000000929|0|deas cajole quickly? blithely final dolphins boost. blithely final deposits wa
11907|398|F|135629.49|1993-08-24|5-LOW|Clerk#000000062|0|osits above the quickly ironic instructions are carefully after t
11908|319|F|143083.88|1993-05-26|4-NOT SPECIFIED|Clerk#000000456|0|atelets across the express deposits kindle evenly unu
11909|260|F|38503.11|1994-11-25|4-NOT SPECIFIED|Clerk#000000012|0|lithely unusual accounts aga
11910|194|O|72958.47|1995-06-16|2-HIGH|Clerk#000000664|0|uriously final ideas cajole furi
11911|107|F|195106.90|1993-11-11|1-URGENT|Clerk#000000563|0| requests try to wake according to the carefully regular deposit
11936|226|O|124297.54|1995-09-16|1-URGENT|Clerk#000000869|0|ns wake blithely even, express theodolites; final
